f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,Person,Scientist,Place,Planet,CelestialBody
10274120.4,-7735540.0,8010822.0,-7476947.5,10207480.0,9198296.0,9470040.0,7969259.5,-9168177.0,10140313.0,6533549.0,-10830438.0,10638638.6,-8742492.0,9746449.0,4862544.3,9092232.0,-10263870.0,-10176676.5,-8395561.6,-9660987.0,9812295.0,-8746378.0,10051660.0,1640005.4,9503357.0,8476404.0,-6048407.8,-10818648.0,-9932513.0,7785517.0,-8910894.4,4241794.0,7111056.0,-10132836.0,9320460.0,-4633737.0,-3594447.7,-8211374.0,8919731.5,7642884.0,6608927.0,-9563467.0,8396163.0,10627818.0,-9404561.0,7500046.5,10930977.0,-5898332.6,-8733851.5,-9358208.0,6811798.0,-10439987.0,8347186.0,-7325297.0,10124282.5,8699754.6,-8298623.6,-9625714.0,-9504676.0,-9656612.6,9826011.0,10527427.5,-7783355.0,-6274932.6,8404889.0,-10502373.4,5751070.4,9279974.6,-8996826.4,-9256355.0,-8882390.0,9088093.0,11236948.0,-11068620.0,-7367016.4,9530165.0,-8431417.0,-10046373.0,8332132.5,-11602169.0,790293.7,8189685.0,9230316.0,8040906.0,-1140695.25,-11414695.5,10614172.0,6235592.4,8668575.0,-4272136.5,-7964653.5,-7019584.6,-8553472.0,9692968.4,-9112130.0,10953017.0,3105940.7,3290322.8,8488918.0,-9505692.0,9274039.4,-8949695.0,8997250.0,9175239.5,-8266491.4,-8964567.0,11740899.0,-8853587.5,3075269.6,-7927724.0,5438511.0,8903068.0,-5256580.6,-9204404.0,8529802.0,4857669.8,-7968089.0,5171042.3,-7404684.0,-8420901.0,-8511923.0,-7746583.0,-9946024.0,-9072528.0,75753.883,-5818266.0,9393924.0,-455269.1,-2632262.0,-11379492.0,6967959.6,-6576094.0,-6425569.0,-9710088.0,-10073726.6,-8888991.0,-7786803.0,9223412.0,-10183443.0,-7903451.0,-6936503.0,10253450.0,-3612968.0,8696370.0,-11155255.0,-9826304.0,-11445939.0,-9221552.0,4903985.6,7595155.0,-7832370.0,4932442.0,-4171725.4,-9088616.0,9199275.0,-4559207.0,-8599429.6,8692416.5,4314064.0,-7844097.0,8280319.0,9856225.0,6465568.0,-4833138.0,-9123202.4,-7799662.0,-8462287.0,9314129.5,6952487.0,-826057.9,-6137710.0,-154882.06,9694891.4,-10577993.0,-8954036.0,4553798.0,10393938.0,-5740367.6,-8814007.0,-6613333.5,-10127818.0,-6695162.5,-8110591.0,6627523.0,4681090.3,8604904.0,-2386822.6,-8959534.0,9305624.0,6937573.0,5643763.8,-10287115.0,-10802273.5,2499357.6,-6966560.0,9750885.5,-7063062.5,4367712.5,1550243.0,1,0,0,0,0
9205331.0,-11047131.0,10083908.0,-9665908.0,9173196.6,10729615.0,9205135.0,9444740.0,-9350765.5,10941462.0,9001583.0,-7850258.0,9725411.0,-9505202.0,10093150.0,7683726.4,11712817.0,-9200010.4,-9950667.6,-10765943.0,-8830368.5,9481691.6,-11016602.0,6768554.0,70065.41,9469944.0,8560248.0,-8352936.0,-11606254.4,-8571143.4,7780538.5,-8720746.0,1173065.1,6980538.0,-10035121.0,9974169.0,-8378864.0,-4738619.6,-10802688.0,9789862.5,10918239.0,5793664.0,-9133166.0,8793123.0,9460216.0,-9568818.0,6403679.4,8793466.5,-5680612.0,-9912905.0,-9818888.5,6454309.0,-8545299.0,8849064.0,-10155682.0,10809211.4,9375455.0,-10525001.6,-9553665.0,-8939643.0,-10571024.0,11399680.0,8564121.0,-8910311.0,-5629661.0,9828835.0,-9173936.0,6581665.6,9501522.0,-9926561.0,-6639871.0,-9419584.0,11695637.0,11138642.6,-9512425.0,-7520840.0,7913729.5,-8307986.0,-10010142.6,6398091.0,-10430015.6,7230842.0,7887271.0,10004738.0,9030570.0,-1802240.7,-10123291.6,11684227.0,6093320.3,11284832.0,-4401232.0,-9153177.6,-7553150.0,-9794033.0,9555179.0,-10616042.0,9584946.0,-5232988.7,638445.8,11605196.4,-8373821.5,9564103.0,-10713899.0,8647884.0,8903314.0,-8503568.0,-8761550.5,10062858.0,-10513701.0,5046951.0,-9280541.5,7152834.5,7108739.0,-6125673.3,-7063783.0,8727303.0,4571232.6,-11344250.0,7346261.0,-10542554.4,-5982056.6,-8467938.0,-5229647.0,-8204038.0,-9861527.4,-863703.6,-6240276.0,9519046.5,1106164.7,-4719355.3,-7052630.0,3595316.8,-8473689.0,-6474110.0,-7346900.6,-8399738.0,-8899025.6,-9848963.5,8629310.0,-8342358.5,-5567292.5,-9196571.0,9886566.5,-3619703.7,7137553.4,-10606691.0,-10094069.0,-10319970.5,-10023381.0,5552350.0,8159021.0,-8369078.5,4172798.2,-6167094.8,-7093841.6,11353554.0,-3529709.6,-9217370.0,9541662.0,6664114.0,-7914914.0,6943131.0,9759348.0,7852716.0,-2559030.2,-11047169.6,-9628588.0,-8318674.6,8983514.0,6001811.5,-209937.0,-8783864.0,-5062717.6,10302497.4,-11111092.6,-9648098.0,3773851.3,7858258.5,-3431837.6,-9604027.0,-7801886.0,-9989438.0,-6549438.0,-8708429.0,9908179.0,4502076.7,8141940.0,580884.66,-8189462.0,11193692.0,6645609.4,5754672.4,-10587311.0,-9440628.0,583831.6,-7249574.0,8538008.5,-7105479.4,3622425.0,1439151.5,1,0,0,0,0
5275685.7,-9784505.0,9248339.4,-9682283.6,8817082.0,7827262.6,8523664.0,11238768.0,-9900359.0,5973513.8,5648683.0,-8509590.0,6629558.0,-9313939.5,7938757.0,2384876.5,7784107.0,-8875015.0,-7320028.5,-10228123.5,-9588289.0,8456307.0,-7482111.0,7200846.0,-22300.059,6698689.0,8696256.0,-6443510.0,-9018093.0,-9449824.0,2002075.0,-9536690.0,478041.13,8562351.0,-8151187.0,6731500.0,-1732839.0,-4068046.0,-8851632.5,8541439.5,9302121.0,4420413.0,-9284789.0,7348829.0,8783659.0,-10815827.0,5728181.5,8794212.0,-6769544.0,-10043568.0,-7629276.0,5673657.7,-10281733.0,9890230.0,-8687875.4,8782344.0,10916015.0,-8683608.0,-8740277.0,-9078118.0,-7312387.0,8511579.0,8286484.0,-8341510.0,-5703686.6,8403352.0,-6044184.4,4208932.0,9715757.0,-8200426.0,-7628566.0,-7879457.0,8093992.0,10452120.0,-10826172.0,-7266979.0,7575125.0,-5985665.7,-9344471.0,7975657.0,-7683775.6,1942002.2,7152445.0,9406184.0,5842105.3,-3558042.3,-10054518.0,7834312.0,7373489.0,8990512.0,-5459555.2,-7890527.0,-5783244.0,-8273449.0,6354163.6,-8169842.0,9749990.0,-1389309.1,-1235498.0,9619968.4,-7471935.5,8014081.4,-9198172.0,9586634.5,10541408.0,-4084624.4,-7876810.0,10400977.0,-10342610.6,5153741.0,-5168690.5,7289112.0,7639432.0,-6042240.2,-9962777.0,8571121.0,254144.43,-9651168.0,4274668.0,-9781884.0,-10440834.6,-6508878.0,-4569168.8,-6482062.0,-8057739.6,-1033384.1,-7144535.0,8604219.6,1310826.9,-3796276.5,-5786816.8,4959885.0,-5470941.2,-5062214.7,-7876328.0,-6140952.0,-7684752.0,-8380928.0,5941037.5,-9596623.0,-5061528.0,-7136728.6,5571513.3,-5571412.3,8266506.0,-10797542.0,-9378927.0,-7717705.0,-7599191.0,4465894.4,5674587.2,-6849480.4,3523326.0,-4439420.6,-9878644.0,5003414.7,-968404.3,-8703184.0,10097016.4,5201558.4,-7959672.0,4560201.2,9351227.0,8147274.0,-4141931.0,-9075650.6,-6374411.0,-5370263.8,8246796.0,6701363.0,485917.23,-6673548.0,-1013788.9,10172266.5,-9963057.0,-8670303.0,5215873.6,8506413.5,-5409318.6,-8128084.0,-7484071.0,-9009804.6,-7215810.6,-9987089.0,5655827.7,5008527.6,6820935.0,-3853449.6,-7678112.0,10068159.0,9567407.5,3132066.5,-9589169.0,-7806773.5,-1099510.1,-9420416.0,8827750.4,-6995130.0,2579171.8,1810741.4,1,0,0,0,0
7431210.0,-9517642.0,8607054.0,-8844454.6,9541941.0,7661962.5,9269470.0,10323980.0,-9303424.5,8650396.0,6153936.7,-7781914.0,8151807.0,-7220513.4,7710757.0,6196097.0,7716628.0,-9375539.0,-10154606.0,-10429753.0,-9296947.0,8530588.0,-10155860.0,6599954.0,388829.85,6817171.0,8343603.5,-7327422.5,-9750583.0,-8338355.0,6062038.6,-7894773.0,1877939.1,7745280.0,-9080712.0,8825612.0,-3359580.8,-1362217.9,-8896760.0,10320343.0,9253818.0,7325167.0,-9027151.0,8422578.0,10286743.0,-9575226.0,7294167.6,9499304.0,-7258621.0,-8698661.6,-9927694.0,5418193.7,-9217711.5,8671640.0,-7600792.0,9761333.5,9298254.5,-9704003.5,-10294081.0,-9227433.0,-10111964.0,10277805.0,9216301.0,-7924463.6,-7492465.5,9304461.0,-7822899.0,5736315.0,6479119.5,-7652974.0,-9780437.0,-7576793.0,9198382.5,7617123.4,-9159706.0,-7826991.4,8056795.6,-8055117.0,-10488824.0,7044850.0,-8662919.0,4178330.0,8117360.0,9330273.4,8670217.0,1805347.4,-8945498.6,8883982.0,7390293.5,8586381.0,-4124918.0,-9390043.5,-8254274.0,-9570686.0,7082832.0,-8074224.0,9694049.5,-3481772.5,846621.6,9575562.0,-8123447.0,6939243.0,-8343458.0,10103774.0,10101537.4,-7546838.0,-7300186.0,11891453.0,-10669985.4,6139801.0,-7050551.5,7902367.4,9430857.0,-4052313.4,-7321147.6,8732408.0,3350524.2,-10052544.0,5062443.0,-9348501.0,-8117183.0,-8991532.0,-5632554.7,-7859600.0,-10240020.0,1372064.0,-7065078.0,8621789.5,1662718.5,-4254870.0,-8105748.0,5112428.6,-5544614.0,-4836260.5,-9341804.0,-10198106.0,-8892286.0,-7804165.0,6904906.0,-10363833.0,-6821694.0,-8497439.0,9142639.5,-4454221.0,9574599.0,-9136023.0,-9495953.0,-9470837.0,-7789944.0,4343300.3,7664164.0,-7510514.6,4332815.0,-3657970.0,-9889221.0,7437020.0,-1173807.1,-10257405.0,9966833.0,7594683.0,-6464839.0,7163215.0,9306357.0,6636684.4,-3858675.4,-10206145.0,-7917455.6,-8442008.5,8967343.0,6803146.0,-499445.1,-8144426.0,-3536809.2,10794460.0,-10199392.6,-9017937.0,4785473.3,7915891.0,-4370518.4,-10484658.0,-6871768.0,-9368883.0,-5334343.8,-9619337.0,9495243.0,4677992.7,8964899.0,-116909.11,-7110765.6,8830779.0,7448009.4,4624076.0,-10150766.0,-8376561.0,170490.82,-8002469.0,8137923.5,-9766593.6,471662.0,-674528.0,1,0,0,0,0
6231586.3,-11076753.6,7521157.0,-12249518.0,8527879.4,9056160.6,6989211.0,11181459.0,-9335539.0,8409390.6,6528934.0,-8821960.5,7909509.0,-10150625.6,7408699.4,9160224.0,13563558.0,-11694074.0,-6180548.0,-7934824.0,-7960759.0,10211275.0,-7180296.0,9568491.6,1127383.4,7337814.0,11812113.0,-9107879.0,-11859956.4,-7251252.0,9885499.0,-9554089.6,751991.66,7255427.0,-11790587.0,10650121.4,-3077570.0,-4917201.4,-8053406.0,8763201.5,14649811.0,5870893.6,-11477697.0,6507531.6,7974682.0,-10606067.0,9803594.0,9119807.0,-9247452.0,-7193597.0,-10371196.0,5077734.0,-10340132.0,5844571.4,-6376644.0,8449743.0,9249355.0,-8348711.6,-9631893.0,-8344742.0,-10669532.4,9758875.0,4976029.3,-5966904.8,-11059705.0,8630414.0,-11150882.0,9129067.0,11948454.4,-7945279.0,-4456643.0,-10193387.0,9049457.0,12420517.0,-7445650.5,-6694709.5,5337580.3,-10664999.5,-11988235.0,6988066.4,-10150234.4,6190617.8,9316020.0,9103600.0,9306278.0,-3731994.0,-10939756.0,10058912.0,11302452.5,10869108.0,-5372618.5,-7373983.0,-6038931.0,-11088189.0,8276272.6,-13038500.0,10636096.4,-5866517.5,-241988.43,8772299.0,-11684552.0,11328810.0,-11082129.0,9855100.5,11914247.0,-10153350.0,-7519254.0,10085241.0,-9029861.0,9180734.0,-7591537.0,6907266.4,3734148.3,-7841500.0,-8890938.0,6108843.0,5656651.8,-11048899.0,1405590.9,-9413495.0,-9857111.0,-6729504.5,-2906139.4,-7683115.5,-9054577.0,-2606473.7,-9682307.4,8204962.0,3078417.5,1287339.5,-8721576.0,8462521.0,-7449018.0,-4237038.3,-5222514.0,-2848142.6,-11750229.0,-9582347.0,6878641.0,-8423818.0,-1534960.8,-9432854.5,5306427.0,-3127741.4,8195611.0,-10318188.0,-7633125.0,-11817139.4,-8114184.4,2537902.8,8175447.6,-5416615.7,1504078.1,-3520611.0,-13019618.0,5466534.6,-573745.9,-9781691.0,11093795.0,1389448.4,-6883871.6,7001474.0,7936673.0,4724765.2,-6478144.0,-10745974.0,-10024965.6,-9745926.0,11224142.5,5935881.3,342697.23,-8831264.0,-7328371.0,10794435.0,-12973951.0,-7489333.0,3757269.3,7925325.0,-4308355.0,-10941898.0,-9867257.0,-9185661.4,-5590392.3,-11278471.0,5328595.6,4234309.0,6889480.0,-5425478.5,-7309064.0,9122366.5,9656361.5,5852651.6,-13062122.0,-9469044.0,-4427992.6,-7499088.0,11024780.6,-4879289.0,4116249.5,2946367.7,1,0,0,0,0
8509102.5,-9301767.0,8931732.0,-9110454.0,9720814.0,9557673.0,10403720.0,10805642.0,-7442427.0,10115567.0,8012792.0,-7993469.0,9096960.0,-8726710.0,8600081.5,8834022.0,11891167.0,-9267510.5,-9922733.0,-9713543.0,-8996589.0,8383038.0,-11205307.0,8158437.0,2440178.2,8587741.0,7806837.0,-8661313.0,-11107653.0,-8895014.0,7619975.5,-10866941.0,1319293.6,6690825.0,-8143445.0,11588588.0,-5364874.4,-3328472.7,-8582752.0,9840715.0,11803073.0,7075953.0,-7615590.0,8808860.0,9424940.5,-8250082.0,8093087.4,8240882.0,-7325350.5,-9950526.0,-9416590.0,5784777.0,-9407268.5,9550697.0,-9650268.4,10891245.0,10785257.0,-7795852.4,-9514837.0,-9881412.0,-10098776.0,9301182.0,9243949.0,-9695155.0,-5892148.2,9782055.0,-7996650.0,7084338.0,10556409.0,-9635279.0,-9354296.0,-8239964.0,10971978.0,10476252.4,-10305440.4,-6390584.0,6686153.0,-7430286.0,-10127777.6,7623405.0,-10366219.0,3375927.0,8086093.5,9308665.0,8750222.6,-1982691.5,-11680554.6,12540308.0,7625619.0,9304038.4,-5787892.3,-8889289.0,-6704249.0,-10485573.0,8857790.4,-10484484.0,11039965.0,964661.8,1336978.8,11230136.0,-9730893.4,9237453.0,-9261986.0,9933996.0,10789085.0,-7355585.0,-8163750.0,10604292.0,-8089783.0,6379290.0,-7188832.0,9251975.0,7376535.0,-7370279.0,-7817584.0,10266725.0,2248493.6,-9614579.0,5731158.3,-9463237.0,-9790094.0,-8860694.0,-4437024.0,-8786465.0,-8975944.0,133264.76,-7662995.0,9784100.0,3222764.7,-4531941.2,-9126119.0,3661766.6,-6398789.0,-5965768.0,-9033326.0,-7692265.0,-10499109.0,-8900991.0,7688376.0,-8144070.0,-6957122.0,-8147827.5,8404429.0,-6205645.6,7213425.0,-10228703.0,-8677066.0,-10236204.4,-7900742.0,4747400.8,7755799.0,-7622634.0,4252646.0,-6131854.7,-10962074.0,9244631.0,-905757.8,-9813962.0,9646910.4,6079866.0,-7722936.6,6542110.4,7572019.0,7847847.0,-3471105.0,-10046386.0,-8492715.0,-9014042.0,7968108.0,6104668.6,1051389.0,-7511651.5,-3749844.0,9254095.0,-10955343.0,-7734603.0,3906830.4,7868986.6,-2560312.0,-8981727.0,-9044108.5,-10511641.0,-5776478.4,-9771991.0,6882111.0,6813464.0,7472809.4,-1036418.2,-8186628.0,7613762.0,5350088.3,4183347.0,-9759152.0,-9127577.4,1118255.7,-7486077.0,8648328.5,-6945988.5,2603818.7,1939606.3,1,0,0,0,0
8248521.4,-7065243.0,8453895.0,-8558226.0,7006574.4,7261488.0,7567201.0,9713997.0,-10104265.0,8601314.6,5619820.2,-8140952.0,6892420.0,-7846744.0,6877880.5,3233085.2,8389652.5,-8004239.0,-9461603.0,-8126495.0,-6486749.0,10079247.0,-5870166.4,7758781.0,600710.84,8067938.0,8641806.0,-5974748.0,-9804286.0,-8197901.0,1308202.8,-10191737.0,1476953.7,8749944.0,-9413925.0,7160648.0,-2214216.0,-5818317.0,-7250392.0,9534494.6,9254212.0,5779614.0,-9481033.0,6928164.5,8165507.0,-10012178.0,6630669.0,6908707.0,-5707365.3,-9919970.5,-9351566.4,6094306.7,-7507499.0,9559322.0,-8684781.0,8615689.0,8564304.0,-7637814.4,-9042284.0,-9459754.0,-7761859.0,8530848.0,8755575.0,-6940387.0,-7171693.0,9013165.0,-4969192.3,5749699.0,8887066.0,-9243158.0,-7579692.5,-8587838.0,8764593.0,5696626.0,-10355101.5,-5767319.7,7426498.0,-6690837.0,-9578645.0,7979244.0,-7852310.0,1952864.0,8765633.4,8318812.4,6734664.0,-1279942.2,-9949978.0,7145543.0,7243191.0,7573257.0,-5556853.5,-7801816.6,-5572104.5,-9414711.6,7038405.5,-9545799.0,8488826.5,-1929645.6,-1212764.25,10205988.0,-7778674.0,8771370.0,-9656481.4,9426223.0,10289229.5,-2833439.4,-8969358.0,10148311.4,-8863686.0,3639808.0,-4964745.0,7832692.0,9151243.4,-3451030.7,-9900480.5,9333286.4,2009372.8,-8143441.4,3026366.2,-8121380.0,-9675137.0,-7316152.0,-2581217.0,-7822490.5,-8549256.6,78141.096,-7626857.6,6993981.0,2252334.7,-4207687.5,-5948719.0,4657936.5,-3465631.2,-5441126.6,-8029924.0,-6294399.5,-7760847.0,-9159815.0,6207305.6,-8228953.0,-5409645.7,-7480321.0,5599532.3,-4501836.4,7158866.5,-10506153.0,-8139512.0,-9551276.0,-8950984.5,3506942.0,6504413.5,-5169587.0,3053491.7,-4504659.8,-9510133.4,7813141.0,374954.24,-10943930.0,10435390.0,6846290.0,-8927164.0,5223255.6,9031932.0,8108260.0,-5893273.0,-9795240.0,-7173612.0,-7140907.0,7373135.0,5643206.5,1703097.3,-8233673.0,-3421928.4,8368603.0,-10233444.0,-8638716.0,5555397.0,7534481.6,-4655697.0,-9167953.6,-5081899.5,-9823679.0,-5868077.7,-10636569.0,5342108.8,6122174.0,6788108.5,-1231151.5,-6481056.0,9420209.4,8856413.5,3995309.0,-10248110.0,-7284623.0,-1306606.6,-7344229.5,7849914.6,-7213190.0,2570556.5,581186.36,1,0,0,0,0
5907349.3,-10217288.0,8947223.0,-10331181.4,8587977.0,7526670.0,8017063.0,10751594.0,-8058763.0,8052140.5,6003171.0,-7630958.4,6326622.5,-8507958.0,9274617.0,6108492.6,8066864.0,-7111044.0,-8968709.0,-6710737.0,-10256735.0,9757341.0,-8987191.0,7176506.5,318815.14,7298101.0,8093059.0,-8163011.0,-9546821.0,-9165885.0,2462802.0,-8775964.0,1722424.7,7880987.0,-8789363.5,9520338.5,-3996108.0,-5864138.5,-8167655.0,9607433.5,9644607.0,6177021.6,-8386458.0,7004920.4,9051496.0,-9123877.0,6351170.0,6955008.0,-7526433.0,-8726146.0,-8827454.6,4471944.3,-9104847.0,10317443.0,-8824627.0,10197572.4,9091416.0,-8168653.0,-8759262.4,-8325882.0,-7283098.0,8452365.5,8946259.0,-7364995.0,-6492440.4,8654523.0,-5203664.0,5973282.5,8611745.0,-9349555.0,-8255263.0,-9051121.0,7416259.0,10460605.0,-9580641.0,-7304238.0,7988577.0,-7515703.0,-10232746.6,8780269.0,-8612197.0,2709253.5,9443219.0,7777459.0,7266312.0,-626301.7,-10478125.5,8566113.0,8001184.5,5894566.0,-4730478.3,-7593732.0,-5556491.0,-7319126.0,6335139.0,-8452144.0,10067803.4,-1508504.8,390821.23,8444640.0,-8080545.0,8554116.0,-7655867.0,9300953.0,11354318.0,-4380217.2,-8920814.0,9830335.0,-7240458.6,3968124.0,-4754346.6,7591729.0,7846412.0,-3619212.7,-8370581.0,9530705.0,1616537.6,-9622865.0,1451603.6,-10371793.0,-10589356.0,-6875396.5,-2332026.1,-8041780.4,-8187917.6,-113138.56,-6970529.0,8424845.0,3184535.7,-5236274.7,-6658371.5,5797535.6,-4298104.0,-6251404.4,-7732849.0,-5639593.3,-8574827.0,-8095004.0,7456120.0,-7136608.0,-5615990.2,-7845330.0,5933600.3,-5383365.6,8117869.5,-9729469.6,-7942287.0,-9067095.0,-10366393.6,3542529.8,7646104.0,-5977444.4,3669925.4,-4029473.0,-11345730.0,8177286.4,-2709152.7,-11540139.5,9443087.0,7422759.0,-8920476.6,6096016.6,9289571.0,7221953.6,-3788687.3,-10399077.0,-6654937.6,-7665569.0,8898491.0,5501084.0,674734.45,-8068949.0,-2212618.5,9319366.5,-11777376.0,-9846567.0,3022859.2,8384079.5,-5400515.3,-8433331.0,-5623720.2,-10469036.5,-6254805.0,-9459115.0,5097947.6,6342079.0,6443031.0,-1012463.3,-8311885.0,11002491.0,8067265.0,3783263.6,-10843855.0,-8677879.0,-2334858.1,-8781043.0,7836088.5,-6474339.0,2915392.0,-695339.36,1,0,0,0,0
8189114.0,-9186066.0,8467591.0,-8395627.0,8336795.0,6885123.0,8796191.0,9389914.6,-10852702.0,8541419.0,6895752.0,-8287851.0,6917060.0,-9069978.0,9072392.0,6059651.4,8641911.0,-8563702.0,-8283240.0,-8598741.0,-9838281.6,7858544.6,-8630542.5,7957906.0,83321.054,8478231.0,7704233.4,-8274496.0,-11032781.0,-8300946.0,4490619.5,-8710201.0,2005067.3,5911424.4,-8924761.4,8636303.0,-4303174.5,-5653493.5,-9489673.0,9861543.0,10898232.0,7472585.0,-10334625.0,8591321.0,9130563.6,-9089764.0,7195489.0,6922421.6,-7756436.6,-10056657.0,-9173597.0,5353929.5,-10307951.0,10610450.0,-8509111.4,9463816.0,9093100.6,-7215774.0,-8608348.0,-8884507.0,-8539374.0,9280707.0,8634650.0,-7166742.0,-7384127.0,9606571.0,-5159907.4,6595483.0,8931556.0,-9441555.0,-8387830.0,-8653499.0,7788058.0,9169179.0,-11659434.4,-6182566.0,7111998.0,-7818318.0,-10150298.5,6836856.0,-9184358.0,3103100.3,8328666.5,9419897.0,8720637.0,-26257.26,-9409914.0,6070988.6,7795126.0,7701478.0,-3839682.0,-8481973.0,-4925481.6,-7266266.0,6550668.0,-9398616.0,10220303.0,-435963.9,-182652.6,10693782.0,-7975687.0,9387069.0,-10110961.0,9035481.0,9673963.0,-5901109.8,-7724074.0,9827337.0,-8879889.0,3984570.5,-5625913.3,8664682.5,7731793.0,-2491951.2,-9377547.0,8604055.0,1654498.8,-9480834.0,3978357.0,-7996471.0,-8927795.0,-9008213.0,-3424905.0,-8269635.0,-7636227.0,1878037.3,-7306471.0,9028129.0,2000785.2,-5748726.8,-8227964.0,4735245.6,-5395775.0,-6126118.0,-7964055.0,-6161365.3,-9191374.0,-9065057.0,7866403.0,-8224995.4,-6477091.0,-8145060.0,7305187.0,-6805163.0,7164843.0,-9407853.0,-8842466.0,-8421197.0,-9207979.6,3903473.5,7708943.0,-5608050.5,4071028.5,-4986411.0,-9722932.4,8167677.4,-632975.16,-10140807.0,9324641.5,8361803.0,-7373245.0,6426482.0,8924898.5,6737651.0,-3235817.3,-10119045.0,-8824795.5,-6859457.0,9238109.0,5287133.0,1216265.9,-6770751.0,-3195482.0,10988935.0,-9314941.0,-9893054.5,4825578.0,7720066.0,-4616624.0,-8196750.0,-5062746.0,-10284782.0,-6731240.5,-10598746.0,5901825.4,7529862.0,4752915.4,-364692.67,-8259015.5,9582786.0,9421898.0,4273556.5,-9454261.0,-8488207.0,227020.5,-8905234.0,9182411.4,-6776820.0,2900037.4,548459.5,1,0,0,0,0
8304688.0,-9937205.0,8825246.0,-8544395.0,8150826.4,7287440.4,9659389.4,10847592.0,-9655546.4,8320346.5,7475555.0,-8297762.0,7703283.0,-8231047.0,10584206.0,4665915.7,9216191.6,-7077557.6,-8934849.0,-8587078.0,-9215259.6,9553061.0,-8220921.5,7177693.4,868882.4,8740672.5,8294252.0,-6483357.0,-9765971.0,-8116744.5,6471708.4,-8222864.0,1096448.2,7397739.6,-8317453.0,10650299.5,-3570974.6,-2955749.6,-9236190.5,9058249.0,10383163.4,5056622.3,-11269088.0,8530073.6,8269483.6,-10491603.0,7677375.5,8089094.6,-7535908.0,-8923149.0,-8897243.0,5927009.0,-10104745.0,10086182.0,-9133347.0,9756085.0,9370422.0,-7412589.0,-9964652.0,-9492353.0,-9022551.0,8891892.0,7909472.0,-7243685.0,-7727850.0,7826479.5,-7214075.0,4912582.8,9197252.0,-9688204.5,-6711569.0,-7841338.0,8361162.0,9150756.0,-10412013.0,-6704636.0,7510163.0,-6462914.5,-6728921.0,7489823.5,-9550135.6,669485.66,8810239.0,8954877.0,8419741.0,-1656329.3,-9135261.0,9307880.0,8176006.0,7904418.6,-6647044.4,-7793331.0,-6811511.5,-9770503.0,6885397.4,-11215889.0,9950819.6,-5611786.0,-923771.9,10280178.0,-8558918.5,9476234.0,-8920062.0,7667066.0,9813029.0,-4392954.7,-6693312.5,10667308.4,-10021081.0,5523592.2,-7638682.4,7857200.0,7966456.6,-5488012.4,-9856041.5,9468099.5,307769.96,-8989800.0,3813394.0,-9845065.0,-10059170.4,-7980548.0,-3700388.0,-7922888.0,-8531798.0,-1060407.0,-9061803.0,8697247.0,184706.63,-4614874.0,-8489172.0,4539850.4,-6716814.0,-6140708.0,-5435243.0,-5980737.5,-7766585.0,-9825417.0,5927470.0,-8557685.0,-6146154.0,-8228563.0,6654824.0,-4438836.5,7373202.6,-11081540.0,-9325339.0,-7129505.0,-10644030.6,3973122.3,7972191.0,-6313864.0,4066941.5,-5918383.0,-9469136.0,8610480.0,-768157.05,-10985836.0,10142967.0,6221282.5,-7248305.5,5994184.0,9203680.0,6843591.5,-4258445.7,-9971527.0,-8370381.0,-8083276.0,6992952.5,4994995.0,1010976.1,-7771776.6,-3443060.0,10892712.0,-10372069.0,-9674793.0,4911869.8,7203638.6,-5590391.0,-9233477.0,-7143178.0,-10009583.0,-6341112.4,-9355250.0,5503723.4,5932371.0,7070039.0,-1056912.8,-7619917.4,11113544.6,7804842.0,3347346.6,-9137773.5,-8612399.5,-2793243.7,-9660556.0,7881654.0,-5756571.5,3689652.3,2471674.2,1,0,0,0,0
